Cleaned Name,original_key,data,Unnamed: 0,Rank,Name,Age,Team,Positions,Value
Trevor Keels,Trevor Keels,"{'original_key': '2459', 'player_id': '2459', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'trevor', 'rotowire_id': 5714, 'active': True, 'depth_chart_position': None, 'age': 21, 'competitions': [], 'swish_id': 1323990, 'oddsjam_id': None, 'birth_date': '2003-08-26', 'last_name': 'Keels', 'height': '76', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Trevor', 'birth_city': None, 'years_exp': 1, 'sportradar_id': 'a63fc9c7-2675-486f-902f-702cca020ee1', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'trevorkeels', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Paul VI Catholic (VA)', 'search_last_name': 'keels', 'news_updated': 1727388011941, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#trevorkeels-NBA-FA', 'college': 'Duke', 'metadata': {'channel_id': '1144404553685274624'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Trevor Keels', 'injury_status': None, 'team': None, 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '221', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Maozinha Pereira,Maozinha Pereira,"{'original_key': '2707', 'player_id': '2707', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'maozinha', 'rotowire_id': 6215, 'active': True, 'depth_chart_position': None, 'age': 24, 'competitions': [], 'swish_id': 1502185, 'oddsjam_id': '5B9A0BF4FA02', 'birth_date': '2000-08-28', 'last_name': 'Pereira', 'height': '80', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF'], 'first_name': 'Maozinha', 'birth_city': None, 'years_exp': 2, 'sportradar_id': '99e42507-9b13-4298-a8e3-a4c986c8c28f', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'maozinhapereira', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': None, 'search_last_name': 'pereira', 'news_updated': 1731785408702, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#maozinhapereira-NBA-FA', 'college': None, 'metadata': {'channel_id': '1146510932424273920'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Maozinha Pereira', 'injury_status': None, 'team': None, 'position': 'SF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '177', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Deron Williams,Deron Williams,"{'original_key': '1174', 'player_id': '1174', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'deron', 'rotowire_id': None, 'active': False, 'depth_chart_position': None, 'age': 40, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1984-06-26', 'last_name': 'Williams', 'height': '75', 'status': 'RET', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Deron', 'birth_city': None, 'years_exp': 12, 'sportradar_id': '8edce943-917a-407a-825d-3f66cd1c107a', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'deronwilliams', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'The Colony (TX)', 'search_last_name': 'williams', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#deronwilliams-NBA-FA', 'college': 'Illinois', 'metadata': {'channel_id': '1153292030814736384'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Deron Williams', 'injury_status': None, 'team': None, 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '200', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Matt Costello,Matt Costello,"{'original_key': '1829', 'player_id': '1829', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'matt', 'rotowire_id': 3939, 'active': True, 'depth_chart_position': None, 'age': 31, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1993-08-05', 'last_name': 'Costello', 'height': '82', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C', 'PF'], 'first_name': 'Matt', 'birth_city': None, 'years_exp': 1, 'sportradar_id': '54b52455-d9b6-4ed9-94c0-df2caf05031e', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'mattcostello', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Bay City Western (MI)', 'search_last_name': 'costello', 'news_updated': 1625498410355, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#mattcostello-NBA-FA', 'college': 'Michigan State', 'metadata': {'channel_id': '1153292492901208064'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Matt Costello', 'injury_status': None, 'team': None, 'position': 'C', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '240', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Jalen McDaniels,Jalen McDaniels,"{'original_key': '2027', 'player_id': '2027', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'jalen', 'rotowire_id': 4908, 'active': True, 'depth_chart_position': None, 'age': 26, 'competitions': [], 'swish_id': 953063, 'oddsjam_id': 'B9B3587E19F7', 'birth_date': '1998-01-31', 'last_name': 'McDaniels', 'height': '81', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['SF', 'SG'], 'first_name': 'Jalen', 'birth_city': None, 'years_exp': 5, 'sportradar_id': '2e1e9cc8-b30b-490c-bd6a-a718340a371a', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'jalenmcdaniels', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Federal Way (WA)', 'search_last_name': 'mcdaniels', 'news_updated': 1729117230695, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#jalenmcdaniels-NBA-FA', 'college': 'San Diego State', 'metadata': {'channel_id': '1113936535331274752'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Jalen McDaniels', 'injury_status': None, 'team': None, 'position': 'SF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '205', 'search_rank': 340, 'injury_body_part': None}",330.0,333.0,Jalen McDaniels,26.8,SAC,"SF,PF",1034.3566492583814
Tres Tinkle,Tres Tinkle,"{'original_key': '2228', 'player_id': '2228', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'tres', 'rotowire_id': None, 'active': True, 'depth_chart_position': None, 'age': 28, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1996-06-03', 'last_name': 'Tinkle', 'height': '79', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF'], 'first_name': 'Tres', 'birth_city': None, 'years_exp': 1, 'sportradar_id': 'af688c56-1cdd-4790-9b78-c20484f4c4d0', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'trestinkle', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Hellgate (MT)', 'search_last_name': 'tinkle', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#trestinkle-NBA-FA', 'college': 'Oregon State', 'metadata': {'channel_id': '1153293280889294848'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Tres Tinkle', 'injury_status': None, 'team': None, 'position': 'SF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '225', 'search_rank': 999, 'injury_body_part': None}",,,,,,,
Henry Sims,Henry Sims,"{'original_key': '1044', 'player_id': '1044', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'henry', 'rotowire_id': None, 'active': True, 'depth_chart_position': None, 'age': 34, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1990-03-27', 'last_name': 'Sims', 'height': '82', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C'], 'first_name': 'Henry', 'birth_city': None, 'years_exp': 4, 'sportradar_id': '2fcb797b-0f24-4862-9c6f-7dea69720f7a', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'henrysims', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Mount St. Joseph (MD)', 'search_last_name': 'sims', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#henrysims-NBA-FA', 'college': 'Georgetown', 'metadata': {'channel_id': '1153292059440861184'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Henry Sims', 'injury_status': None, 'team': None, 'position': 'C', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '248', 'search_rank': 924, 'injury_body_part': None}",,,,,,,
Thomas Bryant,Thomas Bryant,"{'original_key': '1797', 'player_id': '1797', 'sport': 'nba', 'number': 31, 'practice_description': None, 'search_first_name': 'thomas', 'rotowire_id': 4155, 'active': True, 'depth_chart_position': 'C', 'age': 27, 'competitions': [], 'swish_id': 896601, 'oddsjam_id': '57D3FF1DB3C1', 'birth_date': '1997-07-31', 'last_name': 'Bryant', 'height': '82', 'status': 'ACT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C'], 'first_name': 'Thomas', 'birth_city': None, 'years_exp': 7, 'sportradar_id': '030424b9-7367-45e1-b9d4-c8dee3a89e53', 'fantasy_data_id': None, 'depth_chart_order': 4, 'search_full_name': 'thomasbryant', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Huntington Prep (WV)', 'search_last_name': 'bryant', 'news_updated': 1730869511867, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#thomasbryant-NBA-MIA-31', 'college': 'Indiana', 'metadata': {'channel_id': '1114318987216310272'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Thomas Bryant', 'injury_status': None, 'team': 'MIA', 'position': 'C', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '248', 'search_rank': 327, 'injury_body_part': None}",432.0,437.0,Thomas Bryant,27.3,MIA,C,447.828790648171
Kendall Marshall,Kendall Marshall,"{'original_key': '1223', 'player_id': '1223', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'kendall', 'rotowire_id': None, 'active': False, 'depth_chart_position': None, 'age': 33, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1991-08-19', 'last_name': 'Marshall', 'height': '76', 'status': 'RET', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Kendall', 'birth_city': None, 'years_exp': 4, 'sportradar_id': '9fd789bc-0aa4-4028-b114-5014deacfbe2', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'kendallmarshall', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': ""Bishop O'Connell (VA)"", 'search_last_name': 'marshall', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#kendallmarshall-NBA-FA', 'college': 'North Carolina', 'metadata': {'channel_id': '1153293073610985472'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Kendall Marshall', 'injury_status': None, 'team': None, 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '195', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Justise Winslow,Justise Winslow,"{'original_key': '1643', 'player_id': '1643', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'justise', 'rotowire_id': 3719, 'active': True, 'depth_chart_position': None, 'age': 28, 'competitions': [], 'swish_id': 842298, 'oddsjam_id': 'DCDBE4652E2A', 'birth_date': '1996-03-26', 'last_name': 'Winslow', 'height': '78', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF', 'SG'], 'first_name': 'Justise', 'birth_city': None, 'years_exp': 7, 'sportradar_id': '0e6ddc9f-4a7b-4d48-8033-998103edfb32', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'justisewinslow', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': ""St. John's (TX)"", 'search_last_name': 'winslow', 'news_updated': 1729238440751, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#justisewinslow-NBA-FA', 'college': 'Duke', 'metadata': {'channel_id': '1153292686225068032'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Justise Winslow', 'injury_status': None, 'team': None, 'position': 'SF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '222', 'search_rank': 999, 'injury_body_part': None}",,,,,,,
Quinten Post,Quinten Post,"{'original_key': '2747', 'player_id': '2747', 'sport': 'nba', 'number': 21, 'practice_description': None, 'search_first_name': 'quinten', 'rotowire_id': 6299, 'active': True, 'depth_chart_position': 'C', 'age': 24, 'competitions': [], 'swish_id': 1193672, 'oddsjam_id': '8DC0C713A552', 'birth_date': '2000-03-21', 'last_name': 'Post', 'height': '84', 'status': 'TWO-WAY', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF'], 'first_name': 'Quinten', 'birth_city': None, 'years_exp': 0, 'sportradar_id': '3a3207cc-269f-47ef-9b77-f852f0bed4b0', 'fantasy_data_id': None, 'depth_chart_order': 4, 'search_full_name': 'quintenpost', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': None, 'search_last_name': 'post', 'news_updated': 1727336137756, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#quintenpost-NBA-GSW-21', 'college': 'Boston College', 'metadata': {'channel_id': '1113936492515819520'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Quinten Post', 'injury_status': 'DTD', 'team': 'GSW', 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '250', 'search_rank': 411, 'injury_body_part': 'Thumb'}",373.0,376.0,Quinten Post,24.7,GS,C,772.2731996810908
Nigel Williams-Goss,Nigel Williams-Goss,"{'original_key': '2076', 'player_id': '2076', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'nigel', 'rotowire_id': 4160, 'active': True, 'depth_chart_position': None, 'age': 30, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1994-09-16', 'last_name': 'Williams-Goss', 'height': '74', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Nigel', 'birth_city': None, 'years_exp': 1, 'sportradar_id': '275f6aed-de63-4bd5-86b2-865113b12053', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'nigelwilliamsgoss', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Findlay Prep (NV)', 'search_last_name': 'williamsgoss', 'news_updated': 1609960249788, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#nigelwilliamsgoss-NBA-FA', 'college': 'Gonzaga', 'metadata': {'channel_id': '1153292360449282048'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Nigel Williams-Goss', 'injury_status': None, 'team': None, 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '190', 'search_rank': 452, 'injury_body_part': None}",,,,,,,
Mustafa Shakur,Mustafa Shakur,"{'original_key': '1425', 'player_id': '1425', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'mustafa', 'rotowire_id': None, 'active': False, 'depth_chart_position': None, 'age': 40, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1984-08-18', 'last_name': 'Shakur', 'height': '76', 'status': 'RET', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Mustafa', 'birth_city': None, 'years_exp': 2, 'sportradar_id': '6fa41995-a8ae-417f-8246-db0e8b6c360a', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'mustafashakur', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': ""Friends' Central School (PA)"", 'search_last_name': 'shakur', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#mustafashakur-NBA-FA', 'college': 'Arizona', 'metadata': {'channel_id': '1153293195623288832'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Mustafa Shakur', 'injury_status': None, 'team': None, 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '195', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Jordan Miller,Jordan Miller,"{'original_key': '2610', 'player_id': '2610', 'sport': 'nba', 'number': 11, 'practice_description': None, 'search_first_name': 'jordan', 'rotowire_id': 6018, 'active': True, 'depth_chart_position': 'SF', 'age': 24, 'competitions': [], 'swish_id': 1134092, 'oddsjam_id': '0A8DAB8A7436', 'birth_date': '2000-01-23', 'last_name': 'Miller', 'height': '77', 'status': 'TWO-WAY', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Jordan', 'birth_city': None, 'years_exp': 1, 'sportradar_id': '9f25f9f8-6028-4f4b-8e05-48b43272c167', 'fantasy_data_id': None, 'depth_chart_order': 3, 'search_full_name': 'jordanmiller', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Valley (VA)', 'search_last_name': 'miller', 'news_updated': 1732807253979, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#jordanmiller-NBA-LAC-11', 'college': 'Miami (FL)', 'metadata': {'channel_id': '1113936520865120256'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Jordan Miller', 'injury_status': None, 'team': 'LAC', 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '194', 'search_rank': 662, 'injury_body_part': None}",568.0,640.0,Jordan Miller,24.8,LAC,SF,0.0
Jon Teske,Jon Teske,"{'original_key': '2239', 'player_id': '2239', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'jon', 'rotowire_id': 5216, 'active': True, 'depth_chart_position': None, 'age': 27, 'competitions': [], 'swish_id': 944809, 'oddsjam_id': None, 'birth_date': '1997-05-04', 'last_name': 'Teske', 'height': '85', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C'], 'first_name': 'Jon', 'birth_city': None, 'years_exp': 1, 'sportradar_id': '1276c827-a18c-4f5d-bfbb-7dacbebe8184', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'jonteske', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Medina (OH)', 'search_last_name': 'teske', 'news_updated': 1641249354802, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#jonteske-NBA-FA', 'college': 'Michigan', 'metadata': {'channel_id': '1153293232591884288'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Jon Teske', 'injury_status': None, 'team': None, 'position': 'C', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '265', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Robert Covington,Robert Covington,"{'original_key': '1232', 'player_id': '1232', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'robert', 'rotowire_id': 3495, 'active': True, 'depth_chart_position': None, 'age': 33, 'competitions': [], 'swish_id': 525052, 'oddsjam_id': '1F11E8FB1711', 'birth_date': '1990-12-14', 'last_name': 'Covington', 'height': '79', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF'], 'first_name': 'Robert', 'birth_city': None, 'years_exp': 10, 'sportradar_id': '3e512d9e-ff9c-4f23-a4fd-a88128ee3af2', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'robertcovington', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Proviso West (IL)', 'search_last_name': 'covington', 'news_updated': 1713124219745, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#robertcovington-NBA-FA', 'college': 'Tennessee State', 'metadata': {'channel_id': '1153292740268675072'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Robert Covington', 'injury_status': 'DTD', 'team': None, 'position': 'PF', 'injury_notes': 'Bruise', 'pandascore_id': None, 'birth_country': None, 'weight': '209', 'search_rank': 999, 'injury_body_part': 'Knee'}",420.0,425.0,Robert Covington,34.0,FA,"SF,PF",507.91655942726175
Jaden Shackelford,Jaden Shackelford,"{'original_key': '2539', 'player_id': '2539', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'jaden', 'rotowire_id': 5641, 'active': True, 'depth_chart_position': None, 'age': 23, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '2001-02-14', 'last_name': 'Shackelford', 'height': '75', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Jaden', 'birth_city': None, 'years_exp': 1, 'sportradar_id': '5135ebcd-58f0-4719-a156-0a4d48860130', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'jadenshackelford', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Hesperia (CA)', 'search_last_name': 'shackelford', 'news_updated': 1727394932061, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#jadenshackelford-NBA-FA', 'college': 'Alabama', 'metadata': {'channel_id': '1153292891238453248'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Jaden Shackelford', 'injury_status': None, 'team': None, 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '200', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Peyton Watson,Peyton Watson,"{'original_key': '2454', 'player_id': '2454', 'sport': 'nba', 'number': 8, 'practice_description': None, 'search_first_name': 'peyton', 'rotowire_id': 5722, 'active': True, 'depth_chart_position': 'PF', 'age': 22, 'competitions': [], 'swish_id': 1326502, 'oddsjam_id': '795DC4A7C148', 'birth_date': '2002-09-11', 'last_name': 'Watson', 'height': '79', 'status': 'ACT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF'], 'first_name': 'Peyton', 'birth_city': None, 'years_exp': 2, 'sportradar_id': 'abfc35ea-baf0-4aff-b69a-30732ddf2b1b', 'fantasy_data_id': None, 'depth_chart_order': 1, 'search_full_name': 'peytonwatson', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Long Beach Poly (CA)', 'search_last_name': 'watson', 'news_updated': 1732757450341, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#peytonwatson-NBA-DEN-8', 'college': 'UCLA', 'metadata': {'channel_id': '1113936537810108416'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Peyton Watson', 'injury_status': None, 'team': 'DEN', 'position': 'SF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '200', 'search_rank': 191, 'injury_body_part': None}",168.0,169.0,Peyton Watson,22.2,DEN,"SF,PF",2498.0154923066366
David Jones,David Jones,"{'original_key': '2818', 'player_id': '2818', 'sport': 'nba', 'number': 18, 'practice_description': None, 'search_first_name': 'david', 'rotowire_id': 6309, 'active': True, 'depth_chart_position': 'SG', 'age': 23, 'competitions': [], 'swish_id': 1269060, 'oddsjam_id': '5F2D0F9DA71E', 'birth_date': '2001-11-24', 'last_name': 'Jones', 'height': '75', 'status': 'TWO-WAY', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF'], 'first_name': 'David', 'birth_city': None, 'years_exp': 0, 'sportradar_id': '0a485720-7ec1-4e1b-a9e9-dcf912dde8db', 'fantasy_data_id': None, 'depth_chart_order': 5, 'search_full_name': 'davidjones', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': None, 'search_last_name': 'jones', 'news_updated': 1732143313298, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#davidjones-NBA-UTA-18', 'college': 'Memphis', 'metadata': {'channel_id': '1114243480789483520'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'David Jones', 'injury_status': None, 'team': 'UTA', 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '211', 'search_rank': None, 'injury_body_part': None}",372.0,375.0,David Jones,23.0,PHI,SF,778.0202415330768
Mikal Bridges,Mikal Bridges,"{'original_key': '1975', 'player_id': '1975', 'sport': 'nba', 'number': 25, 'practice_description': None, 'search_first_name': 'mikal', 'rotowire_id': 4386, 'active': True, 'depth_chart_position': 'SG', 'age': 28, 'competitions': [], 'swish_id': 846400, 'oddsjam_id': '367773B6601D', 'birth_date': '1996-08-30', 'last_name': 'Bridges', 'height': '78', 'status': 'ACT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['SF', 'SG'], 'first_name': 'Mikal', 'birth_city': None, 'years_exp': 6, 'sportradar_id': '83cc5b28-36a7-43ba-ba20-8347bd1de583', 'fantasy_data_id': None, 'depth_chart_order': 1, 'search_full_name': 'mikalbridges', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Great Valley (PA)', 'search_last_name': 'bridges', 'news_updated': 1732812354142, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#mikalbridges-NBA-NYK-25', 'college': 'Villanova', 'metadata': {'channel_id': '1113936487625261056'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Mikal Bridges', 'injury_status': None, 'team': 'NYK', 'position': 'SF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '209', 'search_rank': 69, 'injury_body_part': None}",55.0,56.0,Mikal Bridges,28.2,NY,"SG,SF,PF",4881.642263342668
Keshawn Justice,Keshawn Justice,"{'original_key': '2683', 'player_id': '2683', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'keshawn', 'rotowire_id': 6157, 'active': True, 'depth_chart_position': None, 'age': 25, 'competitions': [], 'swish_id': 1135027, 'oddsjam_id': None, 'birth_date': '1999-10-22', 'last_name': 'Justice', 'height': '79', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF'], 'first_name': 'Keshawn', 'birth_city': None, 'years_exp': 1, 'sportradar_id': 'd47a99c5-0183-4ed7-be0d-86431a206f35', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'keshawnjustice', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Madison East (WI)', 'search_last_name': 'justice', 'news_updated': 1727134502783, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#keshawnjustice-NBA-FA', 'college': 'Santa Clara', 'metadata': {'channel_id': '1153292945173008384'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Keshawn Justice', 'injury_status': None, 'team': None, 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '225', 'search_rank': None, 'injury_body_part': None}",,,,,,,
