Cleaned Name,original_key,data,Unnamed: 0,Rank,Name,Age,Team,Positions,Value
Lavoy Allen,Lavoy Allen,"{'original_key': '1070', 'player_id': '1070', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'lavoy', 'rotowire_id': None, 'active': False, 'depth_chart_position': None, 'age': 35, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1989-02-04', 'last_name': 'Allen', 'height': '81', 'status': 'RET', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C', 'PF'], 'first_name': 'Lavoy', 'birth_city': None, 'years_exp': 6, 'sportradar_id': '37ad80b2-c9f4-4fde-b462-e1109f249b56', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'lavoyallen', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Pennsbury (PA)', 'search_last_name': 'allen', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#lavoyallen-NBA-FA', 'college': 'Temple', 'metadata': {'channel_id': '1153292465659203584'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Lavoy Allen', 'injury_status': None, 'team': None, 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '260', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Josh Huestis,Josh Huestis,"{'original_key': '1650', 'player_id': '1650', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'josh', 'rotowire_id': 3624, 'active': True, 'depth_chart_position': None, 'age': 32, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1991-12-19', 'last_name': 'Huestis', 'height': '79', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF'], 'first_name': 'Josh', 'birth_city': None, 'years_exp': 3, 'sportradar_id': 'ce1709e5-60cd-4580-9366-806163dedf69', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'joshhuestis', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'C.M. Russell (MT)', 'search_last_name': 'huestis', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#joshhuestis-NBA-FA', 'college': 'Stanford', 'metadata': {'channel_id': '1153292169730084864'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Josh Huestis', 'injury_status': None, 'team': None, 'position': 'SF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '230', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Jarrett Culver,Jarrett Culver,"{'original_key': '2034', 'player_id': '2034', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'jarrett', 'rotowire_id': 4813, 'active': True, 'depth_chart_position': None, 'age': 25, 'competitions': [], 'swish_id': 1078671, 'oddsjam_id': '55171714BC3128E4', 'birth_date': '1999-02-20', 'last_name': 'Culver', 'height': '78', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SF', 'SG'], 'first_name': 'Jarrett', 'birth_city': None, 'years_exp': 3, 'sportradar_id': '48a26195-2be6-4c2d-ba55-81c8126e9774', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'jarrettculver', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Coronado (TX)', 'search_last_name': 'culver', 'news_updated': 1729364451141, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#jarrettculver-NBA-FA', 'college': 'Texas Tech', 'metadata': {'channel_id': '1145537162398162944'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Jarrett Culver', 'injury_status': None, 'team': None, 'position': 'SG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '195', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Jameer Nelson,Jameer Nelson,"{'original_key': '1485', 'player_id': '1485', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'jameer', 'rotowire_id': None, 'active': False, 'depth_chart_position': None, 'age': 42, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1982-02-09', 'last_name': 'Nelson', 'height': '72', 'status': 'RET', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Jameer', 'birth_city': None, 'years_exp': 14, 'sportradar_id': '5d3681c6-9c73-4895-9b59-b4851069469f', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'jameernelson', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Chester (PA)', 'search_last_name': 'nelson', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#jameernelson-NBA-FA', 'college': ""Saint Joseph's"", 'metadata': {'channel_id': '1153292950868873216'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Jameer Nelson', 'injury_status': None, 'team': None, 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '190', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Gabriel Lundberg,Gabriel Lundberg,"{'original_key': '2409', 'player_id': '2409', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'gabriel', 'rotowire_id': 5634, 'active': True, 'depth_chart_position': None, 'age': 29, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1994-12-04', 'last_name': 'Lundberg', 'height': '76', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['SF', 'SG'], 'first_name': 'Gabriel', 'birth_city': None, 'years_exp': 1, 'sportradar_id': '72d2c37a-8a3b-42d9-9c69-aa95c71f4b5f', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'gabriellundberg', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': None, 'search_last_name': 'lundberg', 'news_updated': 1668158482823, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#gabriellundberg-NBA-FA', 'college': None, 'metadata': {'channel_id': '1153292425481965568'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Gabriel Lundberg', 'injury_status': None, 'team': None, 'position': 'SG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '203', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Ante Zizic,Ante Zizic,"{'original_key': '1763', 'player_id': '1763', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'ante', 'rotowire_id': 3889, 'active': True, 'depth_chart_position': None, 'age': 27, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1997-01-04', 'last_name': 'Zizic', 'height': '82', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C'], 'first_name': 'Ante', 'birth_city': None, 'years_exp': 2, 'sportradar_id': 'f3edc230-a6f4-49f0-ad96-deebb00db0d1', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'antezizic', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': None, 'search_last_name': 'zizic', 'news_updated': 1593635142618, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#antezizic-NBA-FA', 'college': None, 'metadata': {'channel_id': '1153292569061380096'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Ante Zizic', 'injury_status': None, 'team': None, 'position': 'C', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '266', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Udonis Haslem,Udonis Haslem,"{'original_key': '1373', 'player_id': '1373', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'udonis', 'rotowire_id': 2412, 'active': False, 'depth_chart_position': None, 'age': 44, 'competitions': [], 'swish_id': 226806, 'oddsjam_id': None, 'birth_date': '1980-06-09', 'last_name': 'Haslem', 'height': '79', 'status': 'RET', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF'], 'first_name': 'Udonis', 'birth_city': None, 'years_exp': 20, 'sportradar_id': 'ed343fa6-397c-4456-9f3f-63efee6706b5', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'udonishaslem', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Miami Senior (FL)', 'search_last_name': 'haslem', 'news_updated': 1690570522096, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#udonishaslem-NBA-FA', 'college': 'Florida', 'metadata': {'channel_id': '1153293044296994816'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Udonis Haslem', 'injury_status': None, 'team': None, 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '235', 'search_rank': 999, 'injury_body_part': None}",,,,,,,
Matt Thomas,Matt Thomas,"{'original_key': '2068', 'player_id': '2068', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'matt', 'rotowire_id': 4978, 'active': True, 'depth_chart_position': None, 'age': 30, 'competitions': [], 'swish_id': 741012, 'oddsjam_id': None, 'birth_date': '1994-08-04', 'last_name': 'Thomas', 'height': '75', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['SF', 'SG'], 'first_name': 'Matt', 'birth_city': None, 'years_exp': 3, 'sportradar_id': '2239eb97-eadc-4e6d-946f-9e17f0cea5b4', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'mattthomas', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Onalaska (WI)', 'search_last_name': 'thomas', 'news_updated': 1651000856876, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#mattthomas-NBA-FA', 'college': 'Iowa State', 'metadata': {'channel_id': '1153292439994257408'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Matt Thomas', 'injury_status': None, 'team': None, 'position': 'SG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '190', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Jaylin Williams,Jaylin Williams,"{'original_key': '2845', 'player_id': '2845', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'jaylin', 'rotowire_id': 6321, 'active': True, 'depth_chart_position': None, 'age': 24, 'competitions': [], 'swish_id': 1193435, 'oddsjam_id': '742B93D38386', 'birth_date': '2000-07-26', 'last_name': 'Williams', 'height': '80', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF'], 'first_name': 'Jaylin', 'birth_city': None, 'years_exp': 0, 'sportradar_id': '75fc24e4-3203-4aaa-b3c7-c31387819d1a', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'jaylinwilliams', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Brantley County', 'search_last_name': 'williams', 'news_updated': 1728409811772, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#jaylinwilliams-NBA-FA', 'college': 'Auburn', 'metadata': {'channel_id': '1144472522486460416'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Jaylin Williams', 'injury_status': None, 'team': None, 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '245', 'search_rank': None, 'injury_body_part': None}",340.0,343.0,Jaylin Williams,22.4,OKC,"PF,C",970.5054547839154
Keisei Tominaga,Keisei Tominaga,"{'original_key': '2828', 'player_id': '2828', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'keisei', 'rotowire_id': 6403, 'active': True, 'depth_chart_position': None, 'age': 23, 'competitions': [], 'swish_id': None, 'oddsjam_id': 'CF706134BCEA585D', 'birth_date': '2001-02-01', 'last_name': 'Tominaga', 'height': '74', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Keisei', 'birth_city': None, 'years_exp': 0, 'sportradar_id': '00dcec69-10f8-40e3-836a-13908fee4eaf', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'keiseitominaga', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Sakuragaoka Gakuen (JPN)', 'search_last_name': 'tominaga', 'news_updated': 1727466936835, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#keiseitominaga-NBA-FA', 'college': 'Nebraska', 'metadata': {'channel_id': '1115119076503465984'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Keisei Tominaga', 'injury_status': None, 'team': None, 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '178', 'search_rank': 393, 'injury_body_part': None}",,,,,,,
James Young,James Young,"{'original_key': '1545', 'player_id': '1545', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'james', 'rotowire_id': None, 'active': True, 'depth_chart_position': None, 'age': 29, 'competitions': [], 'swish_id': None, 'oddsjam_id': None, 'birth_date': '1995-08-16', 'last_name': 'Young', 'height': '78', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['SF', 'SG'], 'first_name': 'James', 'birth_city': None, 'years_exp': 4, 'sportradar_id': '0bf197ae-6f88-4ce6-ace0-50a20b98f847', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'jamesyoung', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Rochester (MI)', 'search_last_name': 'young', 'news_updated': None, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#jamesyoung-NBA-FA', 'college': 'Kentucky', 'metadata': {'channel_id': '1153292086842249216'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'James Young', 'injury_status': None, 'team': None, 'position': 'SG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '215', 'search_rank': None, 'injury_body_part': None}",,,,,,,
Chris Silva,Chris Silva,"{'original_key': '2087', 'player_id': '2087', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'chris', 'rotowire_id': 4826, 'active': True, 'depth_chart_position': None, 'age': 28, 'competitions': [], 'swish_id': 886457, 'oddsjam_id': None, 'birth_date': '1996-09-19', 'last_name': 'Silva', 'height': '80', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['C', 'PF'], 'first_name': 'Chris', 'birth_city': None, 'years_exp': 3, 'sportradar_id': 'cc48bc62-dcd4-4522-8b65-c8588b06169d', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'chrissilva', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Roselle Catholic (NJ)', 'search_last_name': 'silva', 'news_updated': 1695847837896, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#chrissilva-NBA-FA', 'college': 'South Carolina', 'metadata': {'channel_id': '1153292182715650048'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Chris Silva', 'injury_status': 'Out', 'team': None, 'position': 'PF', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '234', 'search_rank': None, 'injury_body_part': 'Ankle'}",,,,,,,
Gabriele Procida,Gabriele Procida,"{'original_key': '2479', 'player_id': '2479', 'sport': 'nba', 'number': None, 'practice_description': None, 'search_first_name': 'gabriele', 'rotowire_id': 5733, 'active': True, 'depth_chart_position': None, 'age': 22, 'competitions': [], 'swish_id': 1350608, 'oddsjam_id': None, 'birth_date': '2002-06-01', 'last_name': 'Procida', 'height': '79', 'status': 'FA', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Gabriele', 'birth_city': None, 'years_exp': 1, 'sportradar_id': 'cf05ff56-669b-4ba3-a647-15b798a72152', 'fantasy_data_id': None, 'depth_chart_order': None, 'search_full_name': 'gabrieleprocida', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': None, 'search_last_name': 'procida', 'news_updated': 1707330612550, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#gabrieleprocida-NBA-FA', 'college': None, 'metadata': {'channel_id': '1153293086445555712'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Gabriele Procida', 'injury_status': None, 'team': None, 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '194', 'search_rank': 999, 'injury_body_part': None}",,,,,,,
Blake Wesley,Blake Wesley,"{'original_key': '2450', 'player_id': '2450', 'sport': 'nba', 'number': 14, 'practice_description': None, 'search_first_name': 'blake', 'rotowire_id': 5652, 'active': True, 'depth_chart_position': 'PG', 'age': 21, 'competitions': [], 'swish_id': 1325125, 'oddsjam_id': '7959261438C7', 'birth_date': '2003-03-16', 'last_name': 'Wesley', 'height': '75', 'status': 'ACT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PG', 'SG'], 'first_name': 'Blake', 'birth_city': None, 'years_exp': 2, 'sportradar_id': '08baba55-bec0-4494-95ce-28778c37a981', 'fantasy_data_id': None, 'depth_chart_order': 3, 'search_full_name': 'blakewesley', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Riley (IN)', 'search_last_name': 'wesley', 'news_updated': 1732728048234, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#blakewesley-NBA-SAS-14', 'college': 'Notre Dame', 'metadata': {'channel_id': '1113936515517382656'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'Blake Wesley', 'injury_status': None, 'team': 'SAS', 'position': 'PG', 'injury_notes': None, 'pandascore_id': None, 'birth_country': None, 'weight': '190', 'search_rank': 999, 'injury_body_part': None}",359.0,362.0,Blake Wesley,21.7,SA,"PG,SG",854.1588530038844
DeMar DeRozan,DeMar DeRozan,"{'original_key': '1321', 'player_id': '1321', 'sport': 'nba', 'number': 10, 'practice_description': None, 'search_first_name': 'demar', 'rotowire_id': 3019, 'active': True, 'depth_chart_position': 'SF', 'age': 35, 'competitions': [], 'swish_id': 457594, 'oddsjam_id': '4B75CA28FA43', 'birth_date': '1989-08-07', 'last_name': 'DeRozan', 'height': '78', 'status': 'ACT', 'yahoo_id': None, 'team_changed_at': None, 'birth_state': None, 'fantasy_positions': ['PF', 'SF', 'SG'], 'first_name': 'DeMar', 'birth_city': None, 'years_exp': 15, 'sportradar_id': '5e86a9c3-b4d0-4fe1-a551-acd83e5d60eb', 'fantasy_data_id': None, 'depth_chart_order': 1, 'search_full_name': 'demarderozan', 'team_abbr': None, 'opta_id': None, 'gsis_id': None, 'rotoworld_id': None, 'high_school': 'Compton (CA)', 'search_last_name': 'derozan', 'news_updated': 1732844447862, 'espn_id': None, 'injury_start_date': None, 'hashtag': '#demarderozan-NBA-SAC-10', 'college': 'USC', 'metadata': {'channel_id': '1115504126529110016'}, 'stats_id': None, 'practice_participation': None, 'full_name': 'DeMar DeRozan', 'injury_status': 'Out', 'team': 'SAC', 'position': 'SG', 'injury_notes': 'Inflammation', 'pandascore_id': None, 'birth_country': None, 'weight': '220', 'search_rank': 39, 'injury_body_part': 'Back'}",106.0,107.0,DeMar DeRozan,35.3,SAC,"SF,PF",3484.3782088260887
