Name,player_id,sport,number,active,depth_chart_position,age,birth_day,status,birth_city,years_exp,depth_chart_order,height,weight,college,team,position,cleaned_name
Zaccharie Risacher,2737,nba,10.0,True,SF,19.0,2005-04-08,ACT,,0.0,1.0,81.0,215.0,,ATL,PF,Zaccharie Risacher
Saddiq Bey,2131,nba,14.0,True,SF,25.0,1999-04-09,ACT,,4.0,9.0,79.0,215.0,Villanova,WAS,SF,Saddiq Bey
Kahlil Whitney,2211,nba,,True,,23.0,2001-01-08,FA,,1.0,,78.0,210.0,Kentucky,,SF,Kahlil Whitney
Damjan Rudez,1502,nba,,False,,38.0,1986-06-17,RET,,3.0,,82.0,228.0,,,SF,Damjan Rudez
Brandon Davies,1099,nba,,True,,33.0,1991-07-25,FA,,2.0,,82.0,240.0,BYU,,PF,Brandon Davies
Xavier Silas,1820,nba,,False,,36.0,1988-01-22,RET,,2.0,,77.0,198.0,Northern Illinois,,SG,Xavier Silas
Galen Robinson,2843,nba,,True,,27.0,1997-03-31,FA,,1.0,,73.0,190.0,Houston,,PG,Galen Robinson
Caleb Daniels,2629,nba,,True,,25.0,1999-05-17,FA,,1.0,,76.0,210.0,Villanova,,SG,Caleb Daniels
EJ Onu,2342,nba,,True,,25.0,1999-07-31,FA,,1.0,,83.0,230.0,Shawnee State,,PF,EJ Onu
Julius Randle,1535,nba,30.0,True,PF,30.0,1994-11-29,ACT,,10.0,1.0,81.0,255.0,Kentucky,MIN,PF,Julius Randle
Arinze Onuaku,1047,nba,,True,,37.0,1987-07-13,FA,,3.0,,81.0,255.0,Syracuse,,PF,Arinze Onuaku
Chasson Randle,1668,nba,,True,,31.0,1993-02-05,FA,,4.0,,74.0,185.0,Stanford,,PG,Chasson Randle
Javonte Green,2059,nba,4.0,True,PF,31.0,1993-07-23,ACT,,5.0,2.0,77.0,205.0,Radford,NOP,SF,Javonte Green
Billy Preston,1891,nba,,True,,27.0,1997-10-26,FA,,1.0,,82.0,240.0,Kansas,,PF,Billy Preston
AJ Johnson,2738,nba,77.0,True,SG,19.0,2004-12-01,ACT,,0.0,9.0,77.0,165.0,,MIL,PG,AJ Johnson
Aaron Gray,1325,nba,,False,,39.0,1984-12-07,RET,,7.0,,84.0,270.0,Pittsburgh,,C,Aaron Gray
James Bouknight,2273,nba,,True,,24.0,2000-09-18,FA,,2.0,,76.0,190.0,UConn,,SG,James Bouknight
Dereck Lively,2584,nba,2.0,True,C,20.0,2004-02-12,ACT,,1.0,1.0,85.0,234.0,Duke,DAL,C,Dereck Lively
Marco Belinelli,1295,nba,,True,,38.0,1986-03-25,FA,,13.0,,77.0,220.0,,,SG,Marco Belinelli
Dwight Buycks,1327,nba,,True,,35.0,1989-03-06,FA,,3.0,,75.0,190.0,Marquette,,PG,Dwight Buycks
Jamel Artis,1880,nba,,True,,31.0,1993-01-12,FA,,1.0,,79.0,213.0,Pittsburgh,,SF,Jamel Artis
Kentavious Caldwell-Pope,1141,nba,3.0,True,SG,31.0,1993-02-18,ACT,,11.0,1.0,77.0,204.0,Georgia,ORL,SG,Kentavious Caldwell-Pope
Anzejs Pasecniks,2022,nba,,True,,28.0,1995-12-20,FA,,2.0,,85.0,229.0,,,C,Anzejs Pasecniks
Semi Ojeleye,1826,nba,,True,,29.0,1994-12-05,FA,,4.0,,78.0,240.0,SMU,,PF,Semi Ojeleye
James Michael McAdoo,1504,nba,,True,,31.0,1993-01-04,FA,,4.0,,81.0,230.0,North Carolina,,PF,James Michael McAdoo
Trayvon Palmer,2401,nba,,True,,30.0,1994-11-13,FA,,1.0,,78.0,200.0,Chicago State,,SG,Trayvon Palmer
Marcus Paige,1782,nba,,True,,31.0,1993-09-11,FA,,1.0,,72.0,164.0,North Carolina,,PG,Marcus Paige
Duncan Robinson,1961,nba,55.0,True,SG,30.0,1994-04-22,ACT,,6.0,2.0,79.0,215.0,Michigan,MIA,SF,Duncan Robinson
Julyan Stone,1311,nba,,True,,35.0,1988-12-07,FA,,4.0,,78.0,200.0,UTEP,,SG,Julyan Stone
Terquavion Smith,2635,nba,,True,,21.0,2002-12-31,FA,,2.0,,76.0,160.0,North Carolina State,,PG,Terquavion Smith
Tarik Black,1537,nba,,True,,33.0,1991-11-22,FA,,4.0,,81.0,250.0,Kansas,,PF,Tarik Black
Jarron Cumberland,2396,nba,,True,,27.0,1997-09-22,FA,,1.0,,77.0,205.0,Cincinnati,,SG,Jarron Cumberland
Isaiah Taylor,1701,nba,,True,,30.0,1994-07-11,FA,,2.0,,75.0,170.0,Texas,,PG,Isaiah Taylor
Darrun Hilliard,1606,nba,,True,,31.0,1993-04-13,FA,,3.0,,78.0,220.0,Villanova,,SF,Darrun Hilliard
Isaiah Thomas,1463,nba,,True,,35.0,1989-02-07,FA,,12.0,,69.0,185.0,Washington,,PG,Isaiah Thomas
Markquis Nowell,2636,nba,,True,,24.0,1999-12-25,FA,,2.0,,67.0,160.0,Kansas State,,SG,Markquis Nowell
Yannick Nzosa,2489,nba,,True,,21.0,2003-11-15,FA,,1.0,,82.0,195.0,,,C,Yannick Nzosa
Jordan Poole,2012,nba,13.0,True,PG,25.0,1999-06-19,ACT,,5.0,1.0,76.0,194.0,Michigan,WAS,SG,Jordan Poole
Amen Thompson,2574,nba,1.0,True,SF,21.0,2003-01-30,ACT,,1.0,2.0,79.0,215.0,,HOU,PG,Amen Thompson
Steve Blake,1090,nba,,False,,44.0,1980-02-26,RET,,13.0,,75.0,172.0,Maryland,,PG,Steve Blake
T.J. McConnell,1602,nba,9.0,True,PG,32.0,1992-03-25,ACT,,9.0,2.0,74.0,190.0,Arizona,IND,PG,T.J. McConnell
Eric Demers,2548,nba,,True,,27.0,1997-03-12,FA,,1.0,,73.0,190.0,Gordon College (MA),,PG,Eric Demers
Tyler Hall,2379,nba,,True,,27.0,1997-03-25,FA,,1.0,,77.0,210.0,Montana State,,SG,Tyler Hall
Cole Aldrich,1021,nba,,True,,36.0,1988-10-31,FA,,8.0,,83.0,253.0,Kansas,,C,Cole Aldrich
Damien Inglis,1569,nba,,True,,29.0,1995-05-20,FA,,1.0,,80.0,245.0,,,PF,Damien Inglis
Nikola Topic,2734,nba,44.0,True,PG,19.0,2005-08-10,ACT,,0.0,6.0,78.0,201.0,,OKC,PG,Nikola Topic
Rashad Vaughn,1645,nba,,True,,28.0,1996-08-16,FA,,3.0,,78.0,210.0,UNLV,,SG,Rashad Vaughn
Mason Jones,2203,nba,8.0,True,SG,26.0,1998-07-21,TWO-WAY,,3.0,7.0,76.0,190.0,Arkansas,SAC,SG,Mason Jones
Jeff Adrien,1159,nba,,True,,38.0,1986-02-10,FA,,5.0,,79.0,245.0,UConn,,SF,Jeff Adrien
David West,1059,nba,,False,,44.0,1980-08-29,RET,,15.0,,81.0,250.0,Xavier,,PF,David West
Georgios Papagiannis,1744,nba,,True,,27.0,1997-07-03,FA,,2.0,,85.0,240.0,,,C,Georgios Papagiannis
Pau Gasol,1217,nba,,False,,44.0,1980-07-06,RET,,18.0,,85.0,250.0,,,C,Pau Gasol
Tyler Davis,1980,nba,,True,,27.0,1997-05-22,FA,,1.0,,82.0,266.0,Texas A&M,,C,Tyler Davis
Toumani Camara,2613,nba,33.0,True,SF,24.0,2000-05-08,ACT,,1.0,1.0,79.0,226.0,Dayton,POR,PF,Toumani Camara
Fred VanVleet,1717,nba,5.0,True,PG,30.0,1994-02-25,ACT,,8.0,1.0,72.0,193.0,Wichita State,HOU,PG,Fred VanVleet
Patrick Baldwin,2436,nba,7.0,True,PF,22.0,2002-11-18,ACT,,2.0,4.0,81.0,220.0,Milwaukee,WAS,SF,Patrick Baldwin
Nate Renfro,2377,nba,,True,,27.0,1996-12-11,FA,,1.0,,79.0,186.0,San Francisco,,SF,Nate Renfro
Kyle Collinsworth,1855,nba,,True,,33.0,1991-10-03,FA,,1.0,,78.0,210.0,BYU,,SG,Kyle Collinsworth
Kelly Oubre,1604,nba,9.0,True,SF,28.0,1995-12-09,ACT,,9.0,2.0,79.0,203.0,Kansas,PHI,SF,Kelly Oubre
Jabari Brown,1536,nba,,True,,31.0,1992-12-18,FA,,1.0,,76.0,202.0,Missouri,,SG,Jabari Brown
Josh Richardson,1644,nba,0.0,True,SG,31.0,1993-09-15,ACT,,9.0,4.0,77.0,200.0,Tennessee,MIA,SG,Josh Richardson
Tre Scott,2243,nba,,True,,28.0,1996-11-25,FA,,1.0,,80.0,225.0,Cincinnati ,,PF,Tre Scott
Damion James,1300,nba,,False,,37.0,1987-10-07,RET,,4.0,,79.0,225.0,Texas,,SF,Damion James
LeBron James,1362,nba,23.0,True,PF,39.0,1984-12-30,ACT,,21.0,1.0,81.0,250.0,,LAL,PF,LeBron James
Sheldon Mac,1683,nba,,True,,31.0,1992-12-21,FA,,1.0,,78.0,200.0,Miami (FL),,SG,Sheldon Mac
Wendell Moore,2442,nba,14.0,True,PG,23.0,2001-09-18,ACT,,2.0,4.0,77.0,215.0,Duke,DET,PF,Wendell Moore
Isaiah Crawford,2779,nba,24.0,True,PF,23.0,2001-11-01,TWO-WAY,,0.0,6.0,78.0,220.0,Louisiana Tech,SAC,PF,Isaiah Crawford
Payton Pritchard,2142,nba,11.0,True,PG,26.0,1998-01-28,ACT,,4.0,2.0,74.0,211.0,Oregon,BOS,PG,Payton Pritchard
Josiah-Jordan James,2813,nba,,True,,24.0,2000-09-05,FA,,0.0,,79.0,220.0,Tennessee,,PG,Josiah-Jordan James
Julian Phillips,2592,nba,15.0,True,PF,21.0,2003-11-05,ACT,,1.0,2.0,80.0,198.0,Tennessee,CHI,PF,Julian Phillips
Demetrius Jackson,1710,nba,,True,,30.0,1994-09-07,FA,,3.0,,73.0,201.0,Notre Dame,,PG,Demetrius Jackson
Hugo Besson,2491,nba,,True,,23.0,2001-04-26,FA,,1.0,,78.0,180.0,,,PG,Hugo Besson
Lou Williams,1246,nba,,False,,38.0,1986-10-27,RET,,17.0,,74.0,175.0,,,SG,Lou Williams
Elfrid Payton,1586,nba,22.0,True,PG,30.0,1994-02-22,ACT,,7.0,2.0,75.0,195.0,Louisiana,NOP,PG,Elfrid Payton
Zach Randolph,1210,nba,,False,,43.0,1981-07-16,RET,,17.0,,81.0,250.0,Michigan State,,PF,Zach Randolph
David Roddy,2443,nba,8.0,True,PF,23.0,2001-03-27,ACT,,2.0,4.0,76.0,255.0,Colorado State,ATL,PG,David Roddy
Henri Drell,2655,nba,,True,,24.0,2000-04-25,FA,,1.0,,80.0,185.0,,,SF,Henri Drell
Javin DeLaurier,2210,nba,,True,,26.0,1998-04-07,FA,,1.0,,82.0,237.0,Duke,,PF,Javin DeLaurier
Nate Sestina,2216,nba,,True,,27.0,1997-05-12,FA,,1.0,,81.0,234.0,Kentucky,,SF,Nate Sestina
Blake Hinson,2777,nba,,True,,24.0,1999-12-26,FA,,0.0,,80.0,240.0,Pittsburgh,,PF,Blake Hinson
Cole Swider,2429,nba,13.0,True,C,25.0,1999-05-08,TWO-WAY,,2.0,4.0,82.0,220.0,Syracuse,DET,SF,Cole Swider
Javan Johnson,2674,nba,,True,,25.0,1999-01-05,FA,,1.0,,78.0,198.0,DePaul,,PF,Javan Johnson
P.J. Washington,2029,nba,25.0,True,PF,26.0,1998-08-23,ACT,,5.0,1.0,79.0,230.0,Kentucky,DAL,PF,P.J. Washington
Lester Hudson,1551,nba,,True,,40.0,1984-08-07,FA,,4.0,,75.0,190.0,Tennessee-Martin,,SG,Lester Hudson
Ochai Agbaji,2434,nba,30.0,True,PF,24.0,2000-04-20,ACT,,2.0,1.0,77.0,215.0,Kansas,TOR,PG,Ochai Agbaji
Bradley Beal,1128,nba,3.0,True,SF,31.0,1993-06-28,ACT,,12.0,1.0,75.0,207.0,Florida,PHX,SG,Bradley Beal
Rodions Kurucs,1915,nba,,True,,26.0,1998-02-05,FA,,2.0,,81.0,228.0,,,SF,Rodions Kurucs
Vince Hunter,1790,nba,,True,,30.0,1994-08-05,FA,,1.0,,80.0,216.0,UTEP,,PF,Vince Hunter
Kennedy Chandler,2467,nba,,True,,22.0,2002-09-16,FA,,1.0,,71.0,170.0,Tennessee,,PG,Kennedy Chandler
Darius McGhee,2650,nba,,True,,25.0,1999-06-02,FA,,1.0,,69.0,180.0,Liberty,,PG,Darius McGhee
Ibi Watson,2387,nba,,True,,26.0,1998-01-06,FA,,1.0,,77.0,195.0,Dayton,,SG,Ibi Watson
Reggie Bullock,1333,nba,,True,,33.0,1991-03-16,FA,,10.0,,78.0,205.0,North Carolina,,SF,Reggie Bullock
Daniel Ochefu,1681,nba,,True,,30.0,1993-12-15,FA,,1.0,,83.0,245.0,Villanova,,PF,Daniel Ochefu
De'Anthony Melton,1972,nba,8.0,True,PG,26.0,1998-05-28,ACT,,6.0,6.0,74.0,201.0,USC,GSW,PG,De'Anthony Melton
Vlatko Cancar,2106,nba,31.0,True,C,27.0,1997-04-10,ACT,,4.0,6.0,80.0,236.0,,DEN,PF,Vlatko Cancar
Tyrese Haliburton,2161,nba,0.0,True,PG,24.0,2000-02-29,ACT,,4.0,1.0,77.0,190.0,Iowa State,IND,PG,Tyrese Haliburton
Evan Fournier,1475,nba,,True,,32.0,1992-10-29,FA,,11.0,,78.0,205.0,,,SG,Evan Fournier
Maurice Harkless,1490,nba,,True,,31.0,1993-05-11,FA,,10.0,,79.0,220.0,St. John's,,SF,Maurice Harkless
Dane Goodwin,2700,nba,,True,,24.0,1999-12-28,FA,,1.0,,78.0,208.0,Notre Dame,,SG,Dane Goodwin
Max Fiedler,2820,nba,,True,,23.0,2001-02-26,FA,,0.0,,83.0,230.0,Rice,,PF,Max Fiedler
Brandon Jennings,1139,nba,,True,,35.0,1989-09-23,FA,,9.0,,73.0,170.0,,,PG,Brandon Jennings
Jaylen Nowell,2035,nba,,True,,25.0,1999-07-09,FA,,5.0,,76.0,201.0,Washington,,SG,Jaylen Nowell
Grant Jerrett,1424,nba,,True,,31.0,1993-07-08,FA,,1.0,,82.0,235.0,Arizona,,PF,Grant Jerrett
Marcus Smart,1546,nba,36.0,True,SG,30.0,1994-03-06,ACT,,10.0,2.0,75.0,220.0,Oklahoma State,MEM,PG,Marcus Smart
Kevin McCullar,2741,nba,9.0,True,SF,23.0,2001-03-15,TWO-WAY,,0.0,7.0,78.0,210.0,Kansas,NYK,PG,Kevin McCullar
Mike James,1818,nba,,True,,34.0,1990-08-18,FA,,2.0,,73.0,175.0,Lamar,,PG,Mike James
Justin Anderson,1647,nba,,True,,31.0,1993-11-19,FA,,6.0,,78.0,230.0,Virginia,,SF,Justin Anderson
Feron Hunt,2344,nba,,True,,25.0,1999-07-05,FA,,1.0,,80.0,195.0,SMU,,SF,Feron Hunt
Bryce Dejean-Jones,1628,nba,,False,,32.0,1992-08-21,RET,,1.0,,78.0,210.0,Iowa State,,SG,Bryce Dejean-Jones
Tim Quarterman,1742,nba,,True,,30.0,1994-10-27,FA,,1.0,,78.0,190.0,LSU,,SG,Tim Quarterman
Ronnie Price,1480,nba,,False,,41.0,1983-06-21,RET,,12.0,,74.0,190.0,Utah Valley,,PG,Ronnie Price
Rondae Hollis-Jefferson,1611,nba,,True,,29.0,1995-01-03,FA,,6.0,,78.0,217.0,Arizona,,SF,Rondae Hollis-Jefferson
Spencer Hawes,1055,nba,,True,,36.0,1988-04-28,FA,,10.0,,85.0,245.0,Washington,,PF,Spencer Hawes
Jack White,2500,nba,,True,,27.0,1997-08-05,FA,,1.0,,79.0,225.0,Duke,,SF,Jack White
Anthony Morrow,1261,nba,,False,,39.0,1985-09-27,RET,,9.0,,77.0,210.0,Georgia Tech,,SG,Anthony Morrow
Matt Barnes,1340,nba,,False,,44.0,1980-03-09,RET,,14.0,,79.0,226.0,UCLA,,SF,Matt Barnes
,4732,nba,,,,,,,,,,,,,NYK,,
Cameron Reynolds,1919,nba,,True,,29.0,1995-02-07,FA,,2.0,,79.0,225.0,Tulane,,SG,Cameron Reynolds
Dario Saric,1674,nba,9.0,True,C,30.0,1994-04-08,ACT,,7.0,3.0,82.0,225.0,,DEN,PF,Dario Saric
Antonius Cleveland,1808,nba,,True,,30.0,1994-02-02,FA,,1.0,,77.0,195.0,Southeast Missouri State,,SG,Antonius Cleveland
Chandler Parsons,1233,nba,,False,,36.0,1988-10-25,RET,,9.0,,81.0,230.0,Florida,,SF,Chandler Parsons
J.J. O'Brien,1639,nba,,True,,32.0,1992-04-08,FA,,1.0,,79.0,220.0,San Diego State,,SF,J.J. O'Brien
Donovan Mitchell,1845,nba,45.0,True,SG,28.0,1996-09-07,ACT,,7.0,1.0,75.0,215.0,Louisville,CLE,SG,Donovan Mitchell
Keyontae Johnson,2614,nba,,True,,24.0,2000-05-24,FA,,1.0,,76.0,230.0,Kansas State,,PF,Keyontae Johnson
Dorell Wright,1452,nba,,False,,38.0,1985-12-02,RET,,12.0,,81.0,205.0,,,SF,Dorell Wright
Steven Adams,1432,nba,12.0,True,C,31.0,1993-07-20,ACT,,10.0,2.0,83.0,265.0,Pittsburgh,HOU,C,Steven Adams
Justin Robinson,2019,nba,,True,,27.0,1997-10-12,FA,,3.0,,73.0,195.0,Virginia Tech,,PG,Justin Robinson
Jahmir Young,2846,nba,,True,,24.0,2000-10-10,FA,,0.0,,73.0,185.0,,,PG,Jahmir Young
EJ Montgomery,2224,nba,,True,,25.0,1999-09-12,FA,,1.0,,82.0,228.0,Kentucky,,PF,EJ Montgomery
LiAngelo Ball,2220,nba,,True,,26.0,1998-11-24,FA,,1.0,,77.0,230.0,UCLA,,SG,LiAngelo Ball
Jarrod Uthoff,1734,nba,,True,,31.0,1993-05-19,FA,,2.0,,81.0,220.0,Iowa,,SF,Jarrod Uthoff
Sasha Vezenkov,2410,nba,,True,,29.0,1995-08-06,FA,,2.0,,80.0,225.0,,,PF,Sasha Vezenkov
Beno Udrih,1038,nba,,False,,42.0,1982-07-05,RET,,13.0,,75.0,205.0,,,PG,Beno Udrih
DeAndre' Bembry,1706,nba,,True,,30.0,1994-07-04,FA,,6.0,,77.0,210.0,Saint Joseph's,,SF,DeAndre' Bembry
Jacob Gilyard,2530,nba,,True,,26.0,1998-07-14,FA,,1.0,,68.0,160.0,Richmond,,PG,Jacob Gilyard
Tyson Etienne,2495,nba,,True,,25.0,1999-09-17,FA,,1.0,,74.0,203.0,Wichita State,,PG,Tyson Etienne
Nando De Colo,1309,nba,,True,,37.0,1987-06-23,FA,,2.0,,77.0,195.0,,,PG,Nando De Colo
Erik Murphy,1012,nba,,True,,34.0,1990-10-26,FA,,1.0,,82.0,230.0,Florida,,PF,Erik Murphy
Moses Moody,2262,nba,4.0,True,SG,22.0,2002-05-31,ACT,,3.0,3.0,77.0,215.0,Arkansas,GSW,SG,Moses Moody
Deandre Ayton,1974,nba,2.0,True,C,26.0,1998-07-23,ACT,,6.0,1.0,84.0,247.0,Arizona,POR,C,Deandre Ayton
Ben Bentil,1729,nba,,True,,29.0,1995-03-29,FA,,1.0,,81.0,235.0,Providence,,PF,Ben Bentil
Trevor Booker,1118,nba,,False,,37.0,1987-11-25,RET,,8.0,,80.0,228.0,Clemson,,PF,Trevor Booker
Tony Parker,1306,nba,,False,,42.0,1982-05-17,RET,,18.0,,74.0,185.0,,,PG,Tony Parker
Tosan Evbuomwan,2670,nba,,True,,23.0,2001-02-16,FA,,1.0,,79.0,217.0,Princeton,,SF,Tosan Evbuomwan
Brandon Clarke,2041,nba,15.0,True,C,28.0,1996-09-19,ACT,,5.0,1.0,80.0,215.0,Gonzaga,MEM,PF,Brandon Clarke
Kyshawn George,2714,nba,18.0,True,PF,20.0,2003-12-12,ACT,,0.0,2.0,79.0,209.0,Miami (FL),WAS,PG,Kyshawn George
Ryan Dunn,2710,nba,0.0,True,PF,21.0,2003-01-07,ACT,,0.0,2.0,80.0,220.0,Virginia,PHX,PG,Ryan Dunn
Bobi Klintman DUPLICATE,2783,nba,,False,,,,,,,,,,,,,Bobi Klintman DUPLICATE
Chase Budinger,1182,nba,,False,,36.0,1988-05-22,RET,,7.0,,79.0,215.0,Arizona,,SF,Chase Budinger
Milos Teodosic,1839,nba,,True,,37.0,1987-03-19,FA,,1.0,,77.0,196.0,,,PG,Milos Teodosic
Brandon Williams,2397,nba,10.0,True,PG,25.0,1999-11-22,TWO-WAY,,2.0,6.0,73.0,190.0,Arizona,DAL,PG,Brandon Williams
Shaq Buchanan,2245,nba,,True,,27.0,1997-01-30,FA,,1.0,,75.0,190.0,Murray State,,PG,Shaq Buchanan
Patrick Christopher,1558,nba,,False,,36.0,1988-06-03,RET,,1.0,,77.0,220.0,California,,SG,Patrick Christopher
Cody Martin,2030,nba,11.0,True,SF,29.0,1995-09-28,ACT,,5.0,2.0,78.0,205.0,Nevada,CHA,SF,Cody Martin
Drew Eubanks,1951,nba,15.0,True,C,27.0,1997-02-01,ACT,,6.0,2.0,82.0,245.0,Oregon State,UTA,C,Drew Eubanks
Ismael Kamagate,2486,nba,,True,,23.0,2001-01-17,FA,,1.0,,83.0,220.0,,,C,Ismael Kamagate
David Lee,1088,nba,,False,,41.0,1983-04-29,RET,,12.0,,81.0,245.0,Florida,,PF,David Lee
Landers Nolley,2673,nba,,True,,24.0,2000-03-05,FA,,1.0,,79.0,220.0,Cincinnati,,SG,Landers Nolley
Vince Williams,2466,nba,5.0,True,PF,24.0,2000-08-30,ACT,,2.0,6.0,76.0,205.0,VCU,MEM,PF,Vince Williams
Cameron McGriff,2383,nba,,True,,27.0,1997-09-30,FA,,1.0,,79.0,230.0,Oklahoma State,,SF,Cameron McGriff
Max Strus,1999,nba,1.0,True,PF,28.0,1996-03-28,ACT,,5.0,6.0,77.0,215.0,DePaul,CLE,SF,Max Strus
Matthew Dellavedova,1057,nba,,True,,34.0,1990-09-08,FA,,8.0,,75.0,200.0,Saint Mary's (CA),,PG,Matthew Dellavedova
Cleanthony Early,1495,nba,,True,,33.0,1991-04-17,FA,,2.0,,80.0,210.0,Wichita State,,SF,Cleanthony Early
Elie Okobo,1973,nba,,True,,27.0,1997-10-23,FA,,1.0,,75.0,190.0,,,PG,Elie Okobo
Daniss Jenkins,2776,nba,24.0,True,PG,23.0,2001-08-17,TWO-WAY,,0.0,5.0,75.0,165.0,St. John's,DET,PG,Daniss Jenkins
Rob Edwards,2373,nba,,True,,27.0,1997-01-20,FA,,1.0,,77.0,205.0,Arizona State,,SG,Rob Edwards
Michael Carter-Williams,1096,nba,,True,,33.0,1991-10-10,FA,,8.0,,78.0,205.0,Syracuse,,PG,Michael Carter-Williams
Deni Avdija,2181,nba,8.0,True,SF,23.0,2001-01-03,ACT,,4.0,2.0,81.0,210.0,,POR,SF,Deni Avdija
Sidy Cissoko,2622,nba,25.0,True,SG,20.0,2004-04-02,ACT,,1.0,6.0,78.0,220.0,,SAS,SF,Sidy Cissoko
Jason Terry,1173,nba,,False,,47.0,1977-09-15,RET,,19.0,,74.0,185.0,Arizona,,PG,Jason Terry
Glen Rice,1113,nba,,True,,33.0,1991-01-01,FA,,2.0,,78.0,206.0,Georgia Tech,,SG,Glen Rice
Ziaire Williams,2280,nba,1.0,True,SG,23.0,2001-09-12,ACT,,3.0,2.0,81.0,185.0,Stanford,BKN,SG,Ziaire Williams
Davon Reed,1858,nba,,True,,29.0,1995-06-11,FA,,3.0,,77.0,206.0,Miami (FL),,SG,Davon Reed
Raymond Felton,1035,nba,,True,,40.0,1984-06-26,FA,,14.0,,73.0,205.0,North Carolina,,PG,Raymond Felton
Derrick Alston,2361,nba,,True,,27.0,1997-09-17,FA,,1.0,,81.0,190.0,Boise State,,SG,Derrick Alston
Onuralp Bitim,2645,nba,,True,,25.0,1999-03-31,FA,,2.0,,78.0,215.0,,,SG,Onuralp Bitim
Chaundee Brown,2333,nba,,True,,25.0,1998-12-04,FA,,1.0,,77.0,215.0,Michigan,,SF,Chaundee Brown
Ryan Kelly,1216,nba,,True,,33.0,1991-04-09,FA,,4.0,,83.0,230.0,Duke,,PF,Ryan Kelly
Terrence Shannon,2716,nba,0.0,True,SG,24.0,2000-07-30,ACT,,0.0,5.0,78.0,217.0,Illinois,MIN,PG,Terrence Shannon
Cory Jefferson,1521,nba,,True,,33.0,1990-12-26,FA,,2.0,,81.0,218.0,Baylor,,PF,Cory Jefferson
Kevin Love,1187,nba,42.0,True,C,36.0,1988-09-07,ACT,,16.0,2.0,80.0,251.0,UCLA,MIA,PF,Kevin Love
Elijah Harkless,2867,nba,,True,,24.0,2000-02-03,FA,,0.0,,75.0,195.0,UNLV,,PG,Elijah Harkless
Diante Garrett,1360,nba,,True,,36.0,1988-11-03,FA,,2.0,,76.0,190.0,Iowa State,,PG,Diante Garrett
Luke Travers,2487,nba,33.0,True,SF,23.0,2001-09-03,TWO-WAY,,1.0,6.0,79.0,207.0,,CLE,PG,Luke Travers
Yves Missi,2720,nba,21.0,True,C,20.0,2004-05-14,ACT,,0.0,1.0,83.0,229.0,Baylor,NOP,C,Yves Missi
Jeff Ayres,1310,nba,,True,,37.0,1987-04-29,FA,,6.0,,81.0,250.0,Arizona State,,PF,Jeff Ayres
Isaiah Miller,2368,nba,,True,,26.0,1998-11-09,FA,,1.0,,72.0,180.0,UNC Greensboro,,SG,Isaiah Miller
Tyler Dorsey,1812,nba,,True,,28.0,1996-02-18,FA,,2.0,,76.0,180.0,Oregon,,SG,Tyler Dorsey
Noah Clowney,2571,nba,21.0,True,PF,20.0,2004-07-14,ACT,,1.0,2.0,81.0,210.0,Alabama,BKN,PF,Noah Clowney
Jared Butler,2295,nba,4.0,True,PG,24.0,2000-08-25,TWO-WAY,,3.0,4.0,75.0,193.0,Baylor,WAS,SG,Jared Butler
Amir Coffey,2075,nba,7.0,True,SF,27.0,1997-06-17,ACT,,5.0,2.0,79.0,210.0,Minnesota,LAC,SG,Amir Coffey
David Johnson,2291,nba,,True,,23.0,2001-02-26,FA,,2.0,,76.0,203.0,Louisville,,PG,David Johnson
Bryce Wills,2693,nba,,True,,24.0,2000-10-13,FA,,1.0,,78.0,200.0,Stanford,,SG,Bryce Wills
Kyle Anderson,1548,nba,1.0,True,SF,31.0,1993-09-20,ACT,,10.0,2.0,81.0,250.0,UCLA,GSW,SF,Kyle Anderson
Desmond Bane,2143,nba,22.0,True,SG,26.0,1998-06-25,ACT,,4.0,1.0,77.0,215.0,TCU,MEM,SG,Desmond Bane
Nikola Jokic,1658,nba,15.0,True,C,29.0,1995-02-19,ACT,,9.0,1.0,83.0,284.0,,DEN,C,Nikola Jokic
Trevor Ariza,1120,nba,,True,,39.0,1985-06-30,FA,,17.0,,80.0,215.0,UCLA,,SF,Trevor Ariza
Jalen Green,2309,nba,4.0,True,SG,22.0,2002-02-09,ACT,,3.0,1.0,78.0,183.0,,HOU,SG,Jalen Green
Axel Toupane,1659,nba,,True,,32.0,1992-07-23,FA,,3.0,,79.0,210.0,,,SF,Axel Toupane
Denzel Mahoney,2378,nba,,True,,26.0,1998-01-18,FA,,1.0,,77.0,220.0,Creighton,,SG,Denzel Mahoney
O.J. Mayo,1376,nba,,True,,37.0,1987-11-05,FA,,8.0,,77.0,210.0,USC,,SG,O.J. Mayo
Joe Harris,1500,nba,,False,,33.0,1991-09-06,RET,,9.0,,78.0,220.0,Virginia,,SG,Joe Harris
Will Magnay,2218,nba,,True,,26.0,1998-06-10,FA,,1.0,,82.0,234.0,Tulsa,,C,Will Magnay
Santi Aldama,2281,nba,7.0,True,PF,23.0,2001-01-10,ACT,,3.0,2.0,84.0,215.0,Loyola (MD),MEM,PF,Santi Aldama
Zylan Cheatham,2057,nba,,True,,29.0,1995-11-17,FA,,2.0,,77.0,220.0,Arizona State,,SF,Zylan Cheatham
Jarell Eddie,1542,nba,,True,,33.0,1991-10-30,FA,,3.0,,79.0,218.0,Virginia Tech,,SG,Jarell Eddie
