Name,player_id,sport,number,active,depth_chart_position,age,birth_day,status,birth_city,years_exp,depth_chart_order,height,weight,college,team,position,cleaned_name
Fabian White,2504,nba,,True,,26.0,1998-11-29,FA,,1.0,,80.0,230.0,Houston,,PF,Fabian White
Joel Anthony,1289,nba,,True,,42.0,1982-08-09,FA,,10.0,,81.0,245.0,UNLV,,C,Joel Anthony
Tacko Fall,2058,nba,,True,,28.0,1995-12-10,FA,,3.0,,90.0,311.0,UCF,,C,Tacko Fall
Ben Moore,1764,nba,,True,,29.0,1995-05-13,FA,,1.0,,80.0,220.0,SMU,,SF,Ben Moore
Trae Young,1945,nba,11.0,True,PG,26.0,1998-09-19,ACT,,6.0,1.0,73.0,164.0,Oklahoma,ATL,PG,Trae Young
Keion Brooks,2853,nba,,True,,24.0,2000-07-07,FA,,0.0,,79.0,212.0,Washington,,PF,Keion Brooks
Andrew Goudelock,1624,nba,,True,,35.0,1988-12-07,FA,,3.0,,75.0,200.0,Charleston,,PG,Andrew Goudelock
Jonathan Mogbo,2763,nba,2.0,True,C,23.0,2001-10-29,ACT,,0.0,2.0,78.0,217.0,San Francisco,TOR,PF,Jonathan Mogbo
Jordan Burns,2392,nba,,True,,27.0,1997-08-28,FA,,1.0,,72.0,175.0,Colgate,,PG,Jordan Burns
Alize Johnson,1894,nba,,True,,28.0,1996-04-22,FA,,5.0,,79.0,210.0,Missouri State,,C,Alize Johnson
Ricky Ledo,1399,nba,,True,,32.0,1992-09-10,FA,,2.0,,79.0,195.0,Providence,,SG,Ricky Ledo
Larry Drew,1506,nba,,True,,34.0,1990-03-05,FA,,2.0,,74.0,180.0,UCLA,,PG,Larry Drew
Deividas Sirvydis,2212,nba,,True,,24.0,2000-06-10,FA,,2.0,,80.0,190.0,,,SF,Deividas Sirvydis
Devin Cannady,2238,nba,,True,,28.0,1996-05-21,FA,,2.0,,74.0,183.0,Princeton,,PG,Devin Cannady
Melvin Frazier,1992,nba,,True,,28.0,1996-08-30,FA,,3.0,,78.0,210.0,Tulane,,PG,Melvin Frazier
Brandon Ingram,1698,nba,14.0,True,SF,27.0,1997-09-02,ACT,,8.0,1.0,80.0,190.0,Duke,NOP,SF,Brandon Ingram
Mindaugas Kuzminskas,1669,nba,,True,,35.0,1989-10-19,FA,,1.0,,81.0,215.0,,,SF,Mindaugas Kuzminskas
Caleb Martin,2028,nba,16.0,True,PF,29.0,1995-09-28,ACT,,5.0,1.0,77.0,205.0,Nevada,PHI,SF,Caleb Martin
Yuri Collins,2687,nba,,True,,23.0,2001-03-07,TWO-WAY,,1.0,,72.0,190.0,Saint Louis,,PG,Yuri Collins
DaQuan Jeffries,2102,nba,3.0,True,PF,27.0,1997-08-30,ACT,,5.0,7.0,77.0,222.0,Tulsa,CHA,SG,DaQuan Jeffries
Furkan Aldemir,1509,nba,,True,,33.0,1991-08-09,FA,,1.0,,81.0,220.0,,,PF,Furkan Aldemir
Giannis Antetokounmpo,1380,nba,34.0,True,PF,29.0,1994-12-06,ACT,,11.0,1.0,83.0,243.0,,MIL,PF,Giannis Antetokounmpo
Adem Bona,2749,nba,30.0,True,C,21.0,2003-03-28,ACT,,0.0,4.0,80.0,243.0,UCLA,PHI,C,Adem Bona
Jose Calderon,1395,nba,,False,,43.0,1981-09-28,RET,,14.0,,75.0,200.0,,,PG,Jose Calderon
Freddie Gillespie,2226,nba,,True,,27.0,1997-06-14,FA,,1.0,,81.0,245.0,Baylor,,PF,Freddie Gillespie
Trey Alexander,2827,nba,23.0,True,SG,21.0,2003-05-02,TWO-WAY,,0.0,3.0,76.0,190.0,Creighton,DEN,SG,Trey Alexander
Shaun Livingston,1171,nba,,False,,39.0,1985-09-11,RET,,14.0,,79.0,192.0,,,PG,Shaun Livingston
PJ Dozier,1865,nba,35.0,True,PF,28.0,1996-10-25,ACT,,6.0,5.0,78.0,212.0,South Carolina,MIN,SG,PJ Dozier
Jameel Warney,1854,nba,,True,,30.0,1994-01-31,FA,,1.0,,80.0,260.0,Stony Brook,,PF,Jameel Warney
Kobe Bufkin,2575,nba,4.0,True,PG,21.0,2003-09-21,ACT,,1.0,2.0,77.0,195.0,Michigan,ATL,PG,Kobe Bufkin
Tyrus Thomas,1527,nba,,False,,38.0,1986-08-17,RET,,8.0,,81.0,224.0,LSU,,PF,Tyrus Thomas
Ben McLemore,1457,nba,,True,,31.0,1993-02-11,FA,,9.0,,75.0,195.0,Kansas,,SG,Ben McLemore
Day'Ron Sharpe,2275,nba,20.0,True,C,23.0,2001-11-06,ACT,,3.0,6.0,81.0,265.0,North Carolina,BKN,C,Day'Ron Sharpe
Jamal Crawford,1336,nba,,False,,44.0,1980-03-20,RET,,20.0,,77.0,185.0,Michigan,,SG,Jamal Crawford
Malcolm Hill,2353,nba,,True,,29.0,1995-10-26,FA,,2.0,,78.0,220.0,Illinois,,SF,Malcolm Hill
Alex Sarr,2733,nba,20.0,True,C,19.0,2005-04-26,ACT,,0.0,1.0,84.0,224.0,,WAS,PF,Alex Sarr
Keifer Sykes,2318,nba,,True,,30.0,1993-12-30,FA,,1.0,,71.0,167.0,Green Bay,,PG,Keifer Sykes
Jeff Dowtin,2350,nba,11.0,True,PG,27.0,1997-05-10,TWO-WAY,,3.0,4.0,75.0,177.0,Rhode Island,PHI,PG,Jeff Dowtin
Darius Miller,1274,nba,,True,,34.0,1990-03-21,FA,,6.0,,78.0,225.0,Kentucky,,SF,Darius Miller
Arnett Moultrie,1105,nba,,True,,34.0,1990-11-18,FA,,2.0,,82.0,240.0,Mississippi State,,PF,Arnett Moultrie
Alex Stepheson,1616,nba,,True,,37.0,1987-08-07,FA,,1.0,,80.0,270.0,USC,,PF,Alex Stepheson
Romeo Langford,2063,nba,,True,,25.0,1999-10-25,TWO-WAY,,4.0,,77.0,216.0,Indiana,,SG,Romeo Langford
Khyri Thomas,1905,nba,,True,,28.0,1996-05-08,FA,,3.0,,75.0,210.0,Creighton,,SG,Khyri Thomas
Marcus Morris,1416,nba,,True,,35.0,1989-09-02,FA,,12.0,,80.0,218.0,Kansas,,PF,Marcus Morris
Klay Thompson,1081,nba,31.0,True,SF,34.0,1990-02-08,ACT,,13.0,1.0,78.0,220.0,Washington State,DAL,SG,Klay Thompson
Keaton Wallace,2522,nba,2.0,True,PG,25.0,1999-02-26,TWO-WAY,,1.0,3.0,75.0,185.0,UTSA,ATL,PG,Keaton Wallace
Wendell Carter,1883,nba,34.0,True,C,25.0,1999-04-16,ACT,,6.0,1.0,82.0,270.0,Duke,ORL,C,Wendell Carter
Emmanuel Mudiay,1657,nba,,True,,28.0,1996-03-05,FA,,5.0,,75.0,200.0,,,PG,Emmanuel Mudiay
Jon Leuer,1208,nba,,False,,35.0,1989-05-14,RET,,8.0,,82.0,228.0,Wisconsin,,PF,Jon Leuer
Charlie Villanueva,1132,nba,,False,,40.0,1984-08-24,RET,,11.0,,83.0,232.0,UConn,,PF,Charlie Villanueva
Erik McCree,1840,nba,,True,,30.0,1993-12-20,FA,,1.0,,80.0,225.0,Louisiana Tech,,SF,Erik McCree
Gary Neal,1151,nba,,False,,40.0,1984-10-03,RET,,7.0,,76.0,210.0,Towson,,SG,Gary Neal
Jordan Hamilton,1238,nba,,True,,34.0,1990-10-06,FA,,5.0,,79.0,220.0,Texas,,SF,Jordan Hamilton
RJ Hunter,1633,nba,,True,,31.0,1993-10-24,FA,,4.0,,77.0,185.0,Georgia State,,SG,RJ Hunter
Austin Reaves,2316,nba,15.0,True,PG,26.0,1998-05-29,ACT,,3.0,1.0,77.0,210.0,Oklahoma,LAL,SG,Austin Reaves
Anderson Varejao,1043,nba,,True,,42.0,1982-09-28,FA,,14.0,,83.0,273.0,,,C,Anderson Varejao
Ish Smith,1407,nba,,False,,36.0,1988-07-05,RET,,13.0,,72.0,175.0,Wake Forest,,PG,Ish Smith
Cartier Martin,1005,nba,,True,,40.0,1984-11-20,FA,,7.0,,79.0,220.0,Kansas State,,SF,Cartier Martin
MaCio Teague,2337,nba,,True,,27.0,1997-06-11,FA,,1.0,,76.0,195.0,Baylor,,SG,MaCio Teague
Justin Powell,2656,nba,,True,,23.0,2001-05-09,FA,,1.0,,78.0,197.0,Washington State,,SG,Justin Powell
James Wiseman,2122,nba,13.0,True,C,23.0,2001-03-31,ACT,,3.0,9.0,83.0,240.0,Memphis,IND,C,James Wiseman
Mouhamed Gueye,2606,nba,18.0,True,C,22.0,2002-11-09,ACT,,1.0,5.0,82.0,210.0,Washington State,ATL,PF,Mouhamed Gueye
Lamar Odom,1039,nba,,False,,45.0,1979-11-06,RET,,14.0,,81.0,228.0,Rhode Island,,SF,Lamar Odom
David Wear,1576,nba,,True,,34.0,1990-09-21,FA,,1.0,,82.0,230.0,UCLA,,PF,David Wear
Channing Frye,1415,nba,,False,,41.0,1983-05-17,RET,,13.0,,84.0,255.0,Arizona,,PF,Channing Frye
Abdel Nader,1823,nba,,True,,31.0,1993-09-25,FA,,5.0,,77.0,225.0,Iowa State,,SF,Abdel Nader
Trevion Williams,2527,nba,,True,,24.0,2000-09-16,FA,,1.0,,81.0,265.0,Purdue,,C,Trevion Williams
A.J. Hammons,1730,nba,,True,,32.0,1992-08-27,FA,,1.0,,84.0,260.0,Purdue,,C,A.J. Hammons
Thon Maker,1725,nba,,True,,27.0,1997-02-25,FA,,4.0,,84.0,221.0,,,C,Thon Maker
Stephen Curry,1085,nba,30.0,True,PG,36.0,1988-03-14,ACT,,15.0,1.0,75.0,200.0,Davidson,GSW,PG,Stephen Curry
Le'Bryan Nash,1804,nba,,True,,32.0,1992-06-30,FA,,0.0,,79.0,235.0,Oklahoma State,,SF,Le'Bryan Nash
Tony Mitchell,1140,nba,,True,,32.0,1992-04-07,FA,,1.0,,81.0,235.0,North Texas,,PF,Tony Mitchell
Kendrick Perkins,1439,nba,,False,,40.0,1984-11-10,RET,,14.0,,82.0,270.0,,,C,Kendrick Perkins
Shabazz Napier,1562,nba,,True,,33.0,1991-07-14,FA,,6.0,,72.0,175.0,UConn,,PG,Shabazz Napier
Scotty Pippen,2416,nba,1.0,True,PG,24.0,2000-11-10,ACT,,2.0,2.0,73.0,170.0,Vanderbilt,MEM,PG,Scotty Pippen
Bojan Bogdanovic,1522,nba,44.0,True,PF,35.0,1989-04-18,ACT,,10.0,9.0,79.0,226.0,,BKN,SF,Bojan Bogdanovic
Aleem Ford,2393,nba,,True,,27.0,1996-12-22,FA,,1.0,,80.0,220.0,Wisconsin,,SF,Aleem Ford
Keandre Cook,2236,nba,,True,,27.0,1997-05-01,FA,,1.0,,77.0,187.0,Missouri State,,SG,Keandre Cook
RJ Nembhard,2356,nba,,True,,25.0,1999-03-22,FA,,2.0,,77.0,200.0,TCU,,SG,RJ Nembhard
Austin Daye,1303,nba,,True,,36.0,1988-06-05,FA,,6.0,,83.0,220.0,Gonzaga,,SF,Austin Daye
Gradey Dick,2578,nba,1.0,True,SG,21.0,2003-11-20,ACT,,1.0,1.0,78.0,200.0,Kansas,TOR,PG,Gradey Dick
Johnny O'Bryant,1568,nba,,True,,31.0,1993-06-01,FA,,4.0,,81.0,257.0,LSU,,SF,Johnny O'Bryant
Keve Aluma,2819,nba,,True,,25.0,1998-12-31,FA,,0.0,,81.0,239.0,Virginia Tech,,PF,Keve Aluma
Thomas Welsh,1989,nba,,True,,28.0,1996-02-03,FA,,1.0,,84.0,255.0,UCLA,,C,Thomas Welsh
Cam Christie,2765,nba,12.0,True,SG,19.0,2005-07-24,ACT,,0.0,8.0,78.0,190.0,Minnesota,LAC,PG,Cam Christie
Isaiah Whitehead,1688,nba,,True,,29.0,1995-03-08,FA,,2.0,,76.0,213.0,Seton Hall,,PG,Isaiah Whitehead
Seth Lundy,2607,nba,3.0,True,SG,24.0,2000-04-02,TWO-WAY,,1.0,8.0,76.0,220.0,Penn State,ATL,PG,Seth Lundy
Bones Hyland,2303,nba,5.0,True,PG,24.0,2000-09-14,ACT,,3.0,3.0,74.0,169.0,VCU,LAC,PG,Bones Hyland
Dwyane Wade,1363,nba,,False,,42.0,1982-01-17,RET,,16.0,,76.0,220.0,Marquette,,SG,Dwyane Wade
Dominick Barlow,2492,nba,26.0,True,C,21.0,2003-05-26,TWO-WAY,,2.0,4.0,81.0,215.0,,ATL,PF,Dominick Barlow
Mouhamadou Gueye,2512,nba,,True,,26.0,1998-07-06,FA,,2.0,,81.0,210.0,Pittsburgh,,PF,Mouhamadou Gueye
Tyler Zeller,1053,nba,,True,,34.0,1990-01-17,FA,,8.0,,84.0,253.0,North Carolina,,C,Tyler Zeller
Manny Harris,1219,nba,,True,,35.0,1989-09-21,FA,,4.0,,77.0,185.0,Michigan,,SG,Manny Harris
Karlo Matkovic,2490,nba,17.0,True,PF,23.0,2001-03-30,ACT,,1.0,5.0,82.0,231.0,,NOP,PF,Karlo Matkovic
Perry Jones,1428,nba,,True,,33.0,1991-09-24,FA,,3.0,,83.0,235.0,Baylor,,SF,Perry Jones
Terrence Ross,1318,nba,,False,,33.0,1991-02-05,RET,,10.0,,79.0,206.0,Washington,,SG,Terrence Ross
Robbie Hummel,1189,nba,,False,,35.0,1989-03-08,RET,,2.0,,80.0,216.0,Purdue,,SF,Robbie Hummel
Killian Tillie,2200,nba,,True,,26.0,1998-03-05,FA,,2.0,,81.0,220.0,Gonzaga,,SF,Killian Tillie
Jannero Pargo,1144,nba,,False,,45.0,1979-10-22,RET,,11.0,,73.0,185.0,Arkansas,,PG,Jannero Pargo
Mirza Teletovic,1165,nba,,False,,39.0,1985-09-17,RET,,6.0,,81.0,242.0,,,PF,Mirza Teletovic
Jabari Bird,1825,nba,,True,,30.0,1994-07-03,FA,,1.0,,78.0,198.0,California,,SG,Jabari Bird
Javonte Cooke,2652,nba,,True,,25.0,1999-07-11,FA,,1.0,,77.0,180.0,Winston-Salem State,,SG,Javonte Cooke
Aric Holman,2376,nba,,True,,27.0,1997-07-11,FA,,1.0,,82.0,225.0,Mississippi State,,C,Aric Holman
Ryan Broekhoff,1968,nba,,False,,34.0,1990-08-23,RET,,2.0,,78.0,205.0,Valparaiso,,SF,Ryan Broekhoff
Yauhen Massalski,2805,nba,,True,,25.0,1999-03-25,FA,,0.0,,81.0,240.0,San Francisco,,PF,Yauhen Massalski
Nazr Mohammed,1015,nba,,False,,47.0,1977-09-05,RET,,18.0,,82.0,250.0,Kentucky,,C,Nazr Mohammed
Chance Comanche,2558,nba,,True,,28.0,1996-04-14,FA,,1.0,,82.0,210.0,Arizona,,C,Chance Comanche
Andrew Nicholson,1488,nba,,True,,34.0,1989-12-08,FA,,5.0,,81.0,250.0,St. Bonaventure,,PF,Andrew Nicholson
Lonzo Ball,1798,nba,2.0,True,PG,27.0,1997-10-27,ACT,,5.0,2.0,78.0,190.0,UCLA,CHI,PG,Lonzo Ball
Kent Bazemore,1078,nba,,True,,35.0,1989-07-01,FA,,10.0,,76.0,195.0,Old Dominion,,SG,Kent Bazemore
Jay Huff,2335,nba,30.0,True,C,27.0,1997-08-25,ACT,,3.0,3.0,85.0,240.0,Virginia,MEM,C,Jay Huff
Jonathan Kuminga,2306,nba,0.0,True,PF,22.0,2002-10-06,ACT,,3.0,2.0,79.0,225.0,,GSW,PF,Jonathan Kuminga
Tyshawn Taylor,1180,nba,,True,,34.0,1990-04-12,FA,,2.0,,75.0,185.0,Kansas,,PG,Tyshawn Taylor
Doron Lamb,1479,nba,,True,,33.0,1991-11-06,FA,,2.0,,76.0,200.0,Kentucky,,SG,Doron Lamb
Scott Machado,1929,nba,,True,,34.0,1990-06-08,FA,,2.0,,73.0,205.0,Iona,,PG,Scott Machado
Monta Ellis,1392,nba,,False,,39.0,1985-10-26,RET,,12.0,,75.0,185.0,,,SG,Monta Ellis
Kris Murray,2587,nba,24.0,True,SF,24.0,2000-08-19,ACT,,1.0,4.0,80.0,210.0,Iowa,POR,PF,Kris Murray
Jodie Meeks,1226,nba,,True,,37.0,1987-08-21,FA,,10.0,,76.0,210.0,Kentucky,,SG,Jodie Meeks
Scottie Lewis,2274,nba,,True,,24.0,2000-03-12,FA,,1.0,,76.0,188.0,Florida,,SG,Scottie Lewis
Tornike Shengelia,1001,nba,,True,,33.0,1991-10-05,FA,,2.0,,81.0,240.0,,,SF,Tornike Shengelia
Jeremy Lamb,1423,nba,,False,,32.0,1992-05-30,RET,,10.0,,77.0,180.0,UConn,,SG,Jeremy Lamb
James Webb,1786,nba,,True,,31.0,1993-08-19,FA,,1.0,,81.0,202.0,Boise State,,SF,James Webb
Al-Farouq Aminu,1264,nba,,True,,34.0,1990-09-21,FA,,11.0,,81.0,220.0,Wake Forest,,SF,Al-Farouq Aminu
Joffrey Lauvergne,1584,nba,,True,,33.0,1991-09-30,FA,,4.0,,83.0,260.0,,,C,Joffrey Lauvergne
Doug McDermott,1492,nba,7.0,True,SF,32.0,1992-01-03,ACT,,10.0,5.0,78.0,225.0,Creighton,SAC,SF,Doug McDermott
Maxwell Lewis,2605,nba,20.0,True,PF,22.0,2002-07-27,ACT,,1.0,4.0,79.0,215.0,Pepperdine,LAL,PF,Maxwell Lewis
Xavier Munford,1618,nba,,True,,32.0,1992-06-01,FA,,2.0,,76.0,173.0,Rhode Island,,PG,Xavier Munford
Guerschon Yabusele,1821,nba,28.0,True,C,28.0,1995-12-17,ACT,,2.0,2.0,80.0,260.0,,PHI,PF,Guerschon Yabusele
Will Cherry,1498,nba,,True,,33.0,1991-02-08,FA,,1.0,,72.0,185.0,Montana,,PG,Will Cherry
Myke Henry,1793,nba,,True,,31.0,1992-12-23,FA,,1.0,,78.0,238.0,DePaul,,SF,Myke Henry
Jeremiah Martin,2033,nba,,True,,28.0,1996-06-19,FA,,1.0,,74.0,185.0,Memphis,,PG,Jeremiah Martin
James Akinjo,2861,nba,,True,,24.0,2000-11-27,FA,,1.0,,73.0,190.0,Baylor,,PG,James Akinjo
AJ Griffin,2448,nba,,True,,21.0,2003-08-25,FA,,2.0,,78.0,220.0,Duke,,PF,AJ Griffin
Tony Allen,1212,nba,,False,,42.0,1982-01-11,RET,,14.0,,76.0,213.0,Oklahoma State,,SF,Tony Allen
Jonas Valanciunas,1319,nba,17.0,True,C,32.0,1992-05-06,ACT,,12.0,2.0,83.0,265.0,,WAS,C,Jonas Valanciunas
Lindy Waters,2408,nba,43.0,True,SG,27.0,1997-07-28,ACT,,3.0,1.0,77.0,201.0,Oklahoma State,GSW,SG,Lindy Waters
Tyus Jones,1614,nba,21.0,True,PG,28.0,1996-05-10,ACT,,9.0,1.0,72.0,196.0,Duke,PHX,PG,Tyus Jones
Jaylen Morris,1810,nba,,True,,29.0,1995-09-19,FA,,2.0,,77.0,185.0,Molloy,,SG,Jaylen Morris
Kenny Wooten,2002,nba,,True,,26.0,1998-04-17,FA,,1.0,,80.0,235.0,Oregon,,PF,Kenny Wooten
Marcelo Huertas,1619,nba,,True,,41.0,1983-05-25,FA,,1.0,,75.0,200.0,,,PG,Marcelo Huertas
Dillon Brooks,1792,nba,9.0,True,SF,28.0,1996-01-22,ACT,,7.0,1.0,79.0,220.0,Oregon,HOU,SG,Dillon Brooks
Victor Oladipo,1489,nba,,True,,32.0,1992-05-04,FA,,10.0,,75.0,213.0,Indiana,,SG,Victor Oladipo
Solomon Jones,1483,nba,,False,,40.0,1984-07-16,RET,,8.0,,82.0,235.0,South Florida,,PF,Solomon Jones
Mike Muscala,1252,nba,,False,,33.0,1991-07-01,RET,,10.0,,82.0,240.0,Bucknell,,C,Mike Muscala
Quincy Acy,1326,nba,,True,,34.0,1990-10-06,FA,,7.0,,79.0,240.0,Baylor,,PF,Quincy Acy
Vince Carter,1406,nba,,False,,47.0,1977-01-26,RET,,22.0,,78.0,220.0,North Carolina,,SF,Vince Carter
Jalen Pickett,2619,nba,24.0,True,PG,25.0,1999-10-22,ACT,,1.0,5.0,74.0,202.0,Penn State,DEN,PG,Jalen Pickett
Luka Samanic,2066,nba,,True,,24.0,2000-01-09,FA,,3.0,,82.0,227.0,,,PF,Luka Samanic
Matt Lewis,2369,nba,,True,,25.0,1998-12-21,FA,,1.0,,75.0,189.0,James Madison,,SG,Matt Lewis
Henry Walker,1566,nba,,True,,37.0,1987-10-09,FA,,5.0,,78.0,235.0,Kansas State,,SF,Henry Walker
Saben Lee,2150,nba,,True,,25.0,1999-06-23,FA,,4.0,,74.0,183.0,Vanderbilt,,PG,Saben Lee
Naji Marshall,2233,nba,13.0,True,SF,26.0,1998-01-24,ACT,,4.0,2.0,79.0,225.0,Xavier,DAL,SF,Naji Marshall
Garrett Temple,1124,nba,17.0,True,SG,38.0,1986-05-08,ACT,,14.0,7.0,77.0,195.0,LSU,TOR,SG,Garrett Temple
Devin Harris,1393,nba,,True,,41.0,1983-02-27,FA,,15.0,,75.0,185.0,Wisconsin,,PG,Devin Harris
Shareef O'Neal,2418,nba,,True,,24.0,2000-01-11,FA,,1.0,,82.0,225.0,LSU,,PF,Shareef O'Neal
Jordan Nwora,2153,nba,,True,,26.0,1998-09-09,FA,,3.0,,80.0,225.0,Louisville,,SF,Jordan Nwora
Xavier Tillman,2163,nba,26.0,True,C,25.0,1999-01-12,ACT,,4.0,5.0,80.0,250.0,Michigan State,BOS,C,Xavier Tillman
Jonas Jerebko,1133,nba,,True,,37.0,1987-03-02,FA,,9.0,,82.0,231.0,,,PF,Jonas Jerebko
Troy Daniels,1234,nba,,True,,33.0,1991-07-15,FA,,7.0,,76.0,200.0,VCU,,SG,Troy Daniels
Isaiah Hicks,1758,nba,,True,,30.0,1994-07-24,FA,,1.0,,81.0,230.0,North Carolina,,PF,Isaiah Hicks
Keegan Murray,2456,nba,13.0,True,PF,24.0,2000-08-19,ACT,,2.0,1.0,80.0,215.0,Iowa,SAC,PF,Keegan Murray
Tahjere McCall,1918,nba,,True,,30.0,1994-08-17,FA,,1.0,,77.0,190.0,Tennessee State,,SG,Tahjere McCall
Josh Okogie,1920,nba,2.0,True,SF,26.0,1998-09-01,ACT,,6.0,3.0,76.0,212.0,Georgia Tech,PHX,SF,Josh Okogie
Antawn Jamison,1338,nba,,False,,48.0,1976-06-12,RET,,16.0,,81.0,235.0,North Carolina,,PF,Antawn Jamison
Trent Forrest,2171,nba,,True,,26.0,1998-06-12,FA,,3.0,,76.0,210.0,Florida State,,SF,Trent Forrest
Johnny Hamilton,2366,nba,,True,,30.0,1994-02-03,FA,,1.0,,84.0,230.0,Texas-Arlington,,C,Johnny Hamilton
Marcus Zegarowski,2279,nba,,True,,26.0,1998-08-03,FA,,1.0,,74.0,181.0,Creighton,,PG,Marcus Zegarowski
Darrell Arthur,1476,nba,,True,,36.0,1988-03-25,FA,,9.0,,81.0,235.0,Kansas,,PF,Darrell Arthur
A.J. Reeves,2542,nba,,True,,25.0,1999-06-04,FA,,1.0,,78.0,205.0,Providence,,PG,A.J. Reeves
Draymond Green,1082,nba,23.0,True,PF,34.0,1990-03-04,ACT,,12.0,1.0,78.0,235.0,Michigan State,GSW,PF,Draymond Green
Ray Allen,1365,nba,,False,,49.0,1975-07-20,RET,,18.0,,77.0,205.0,UConn,,SG,Ray Allen
Roy Hibbert,1062,nba,,False,,37.0,1986-12-11,RET,,9.0,,86.0,270.0,Georgetown,,C,Roy Hibbert
Eric Maynor,1110,nba,,False,,37.0,1987-06-11,RET,,5.0,,75.0,175.0,VCU,,PG,Eric Maynor
Isaiah Stevens,2825,nba,,True,,24.0,2000-11-01,FA,,0.0,,72.0,185.0,Colorado State,,PG,Isaiah Stevens
Andre Miller,1122,nba,,False,,48.0,1976-03-19,RET,,17.0,,74.0,200.0,Utah,,PG,Andre Miller
Hunter Tyson,2618,nba,5.0,True,PF,24.0,2000-06-13,ACT,,1.0,2.0,80.0,215.0,Clemson,DEN,PF,Hunter Tyson
Quentin Grimes,2258,nba,5.0,True,SG,24.0,2000-05-08,ACT,,3.0,2.0,77.0,210.0,Houston,DAL,SG,Quentin Grimes
Dalton Knecht,2709,nba,4.0,True,SG,23.0,2001-04-19,ACT,,0.0,1.0,78.0,215.0,Tennessee,LAL,PG,Dalton Knecht
Christian Terrell,2795,nba,,True,,27.0,1997-07-28,FA,,0.0,,77.0,200.0,Sacramento State,,PG,Christian Terrell
Trey Burke,1352,nba,,True,,32.0,1992-11-12,FA,,9.0,,72.0,185.0,Michigan,,PG,Trey Burke
Bennie Boatwright,2242,nba,,True,,28.0,1996-07-13,FA,,1.0,,82.0,227.0,USC,,PF,Bennie Boatwright
Vernon Carey,2129,nba,,True,,23.0,2001-02-25,FA,,2.0,,82.0,270.0,Duke,,C,Vernon Carey
Briante Weber,1617,nba,,True,,31.0,1992-12-29,FA,,3.0,,74.0,170.0,VCU,,PG,Briante Weber
A.J. Price,1181,nba,,False,,38.0,1986-10-07,RET,,6.0,,74.0,195.0,UConn,,PG,A.J. Price
RaeQuan Battle,2786,nba,21.0,True,,23.0,2001-02-19,FA,,0.0,,77.0,190.0,West Virginia,,PG,RaeQuan Battle
Ronny Turiaf,1188,nba,,False,,41.0,1983-01-13,RET,,10.0,,82.0,249.0,Gonzaga,,C,Ronny Turiaf
Moses Wood,2850,nba,,True,,25.0,1999-05-03,FA,,0.0,,80.0,210.0,Washington,,PF,Moses Wood
Jeremy Sochan,2451,nba,10.0,True,C,21.0,2003-05-20,ACT,,2.0,5.0,80.0,230.0,Baylor,SAS,PF,Jeremy Sochan
Carlos Delfino,1382,nba,,False,,42.0,1982-08-29,RET,,8.0,,78.0,230.0,,,SG,Carlos Delfino
Miller Kopp,2865,nba,,True,,26.0,1998-11-24,FA,,0.0,,79.0,220.0,Indiana,,PF,Miller Kopp
Royal Ivey,1437,nba,,False,,42.0,1981-12-20,RET,,10.0,,76.0,215.0,Texas,,PG,Royal Ivey
Quenton Jackson,2521,nba,29.0,True,SF,26.0,1998-09-15,TWO-WAY,,2.0,2.0,77.0,175.0,Texas A&M,IND,PG,Quenton Jackson
Rayjon Tucker,2078,nba,,True,,27.0,1997-09-24,FA,,1.0,,75.0,209.0,Little Rock,,SG,Rayjon Tucker
Reggie Hearn,1778,nba,,True,,33.0,1991-08-14,FA,,1.0,,77.0,210.0,Northwestern,,SG,Reggie Hearn
Alperen Sengun,2308,nba,28.0,True,C,22.0,2002-07-25,ACT,,3.0,1.0,83.0,255.0,,HOU,C,Alperen Sengun
Devontae Cacok,2045,nba,,True,,28.0,1996-10-08,FA,,2.0,,79.0,240.0,North Carolina-Wilmington,,PF,Devontae Cacok
Davis Bertans,1714,nba,,True,,32.0,1992-11-12,FA,,7.0,,82.0,225.0,,,PF,Davis Bertans
Chima Moneke,2501,nba,,True,,28.0,1995-12-24,FA,,1.0,,77.0,223.0,UC Davis,,PF,Chima Moneke
Ja'Kobe Walter,2723,nba,14.0,True,SG,20.0,2004-09-04,ACT,,0.0,5.0,76.0,198.0,Baylor,TOR,PG,Ja'Kobe Walter
Ed Davis,1204,nba,,True,,35.0,1989-06-05,FA,,12.0,,81.0,218.0,North Carolina,,PF,Ed Davis
Corey Kispert,2266,nba,24.0,True,SF,25.0,1999-03-03,ACT,,3.0,2.0,78.0,224.0,Gonzaga,WAS,SF,Corey Kispert
Byron Mullens,1111,nba,,False,,35.0,1989-02-14,RET,,5.0,,84.0,275.0,Ohio State,,C,Byron Mullens
Aaron Jackson,1805,nba,,True,,38.0,1986-05-06,FA,,1.0,,75.0,183.0,Duquesne,,PG,Aaron Jackson
E'Twaun Moore,1484,nba,,True,,35.0,1989-02-25,FA,,10.0,,75.0,191.0,Purdue,,SG,E'Twaun Moore
Frank Mason,1870,nba,,True,,30.0,1994-04-03,FA,,4.0,,71.0,190.0,Kansas,,PG,Frank Mason
Trevon Duval,1935,nba,,True,,26.0,1998-08-03,FA,,1.0,,74.0,189.0,Duke,,PG,Trevon Duval
